thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
247,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,23,1,Lifestyle,UCFYmHH-NN77kuOjd9nAFk0A,DYMUdZ2FgnE,https://www.youtube.com/watch?v=DYMUdZ2FgnE,Asking Genos To Fistfight A Huge A** Magnet Until His ai Broke 😭🙏,2026-01-13T16:29:10Z,29496,16,0,0,1,1,0,1,0,0,1,0,181,0.03867403314917127,0.04419889502762431,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,Call Captain Ahab from Limbus Company Ishmael's Wife until he pulls out his 3rd Effloresced EGO GasHarpoon
248,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,UGIZnh6HNLc,https://www.youtube.com/watch?v=UGIZnh6HNLc,The EASIEST Way to Host Your Claude Code Agents,2026-02-20T13:22:06Z,4326,19,0,0,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"This is why I subbed to you. Ive been jumping trigger styles the last 2 months. Zapier>n8n>headless Claude Code on a schedule or watch script. The last one has worked well, but I was flying blind. This perfect addition to my stack."
249,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,Ks__4nZbOWE,https://www.youtube.com/watch?v=Ks__4nZbOWE,Best AI Prompts I’ve Ever Used That Actually Get Results,2026-01-08T22:12:46Z,6734,19,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"enjoyed the videos and initially subrscribed. however, asking for our emails promising you will send what we are giving the email for, and then not sending anything... is such a scammy 2012 way to get people's email. Unsubscribed and moved to other channels! take care"
250,4.660387287398792,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,I2h9ozrNvyY,https://www.youtube.com/watch?v=I2h9ozrNvyY,12 Amazing Things ChatGPT Can Do That Most People Don't Know,2025-12-26T17:25:53Z,6736,1,10,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"Hi Saj, great work as usual. Do you know how to convince OPEN AI to create a folder structure for projects, so they can be better organized? The problem is that after you create say 10-15 projects, they do not show up in the drop down menu, only the top ones. Very difficult to work with."
251,4.648473514923252,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,m-wH-VCYO_k,https://www.youtube.com/watch?v=m-wH-VCYO_k,Nano Banana Pro VS ChatGPT VS Midjourney VS Flux - Best AI Image Model,2025-11-30T16:41:57Z,6814,1,9,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"I found Nano Banana to be the best image model especially if it involves text, Midjourney blows away the competition at artistic styles, Flux Pro has it's place for certain types of editing"
252,4.647293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,Ifc9Jj-wOaQ,https://www.youtube.com/watch?v=Ifc9Jj-wOaQ,Move Fast And Break Things,2026-02-21T15:00:25Z,4518,1,1,0,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,"The skin glow is killing me ,i cant help but notice it constantly"
253,4.635303450466023,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,4Efe3QLZBkI,https://www.youtube.com/watch?v=4Efe3QLZBkI,Gemini Isn’t Even the Best Part of Google AI,2026-01-31T19:14:55Z,6641,1,8,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,One thing Gemini really needs is a folder system or something so that we can organize our chats and GEMs based on categories or sections. ChatGPT has folders (not sure about Claude and others).
254,4.620580571008976,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,JFilKfL7_9A,https://www.youtube.com/watch?v=JFilKfL7_9A,Top AI Scientist: High-Paying Jobs AI Can't Replace in 2026 (And How to Get Them) | Daniela Rus,2026-02-12T13:00:36Z,3934,1,7,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,the only skill AI cant replace is questioning
255,4.620580571008976,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,4KFPaovFXbc,https://www.youtube.com/watch?v=4KFPaovFXbc,Both Google Deepmind and John Carmack Are Building Videogame Simulations for Training AGI,2025-07-03T07:07:34Z,18358,1,7,0,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,That first picture of Carmack looking buff like he's worried about the bad AI ending lol.
256,4.6192776709805,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,0lOv9Ys8YBk,https://www.youtube.com/watch?v=0lOv9Ys8YBk,How to Create Content Strategy for ANY Brand (5 Simple Steps),2024-04-18T20:10:05Z,19784,1,2,2,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"Please do more specific videos about some idea, and not being too general and vague. I could just ask chatgpt for that."
257,4.614112612477971,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,VVnKnGMGlu4,https://www.youtube.com/watch?v=VVnKnGMGlu4,Claude Just Solved My Biggest Problem With AI Chatbots,2026-03-04T19:58:31Z,6560,1,3,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,Claude is the goat by far. Especially for writing and coding. I unsubscribed from ChatGPT months ago. Latest models are a big joke.
258,4.60388914693091,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,FMSu4PcAyGM,https://www.youtube.com/watch?v=FMSu4PcAyGM,The Most Underrated AI Tool for 2026? Genspark Reviewed @GensparkProduct,2025-12-19T17:06:51Z,6756,1,6,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"Genspark is offering unlimited usage of the AI Chat and AI Image features for all of 2026. Nano Banana Pro, GPT Image, Flux, Seedream, Gemini 3 Pro, GPT-5.2, Claude Opus 4.5, and more top models inside these two features are available with unlimited access: https://bit.ly/4iLL1qB"
259,4.60388914693091,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,D3tf1mv1ZZ0,https://www.youtube.com/watch?v=D3tf1mv1ZZ0,"Anthropic's new ""ECONOMIC AI"" Research is testing if Claude Can Run It's Own Business...",2025-07-03T03:00:12Z,18377,1,6,0,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,This is what happens when you train AI on video games like Minecraft.
260,4.60388914693091,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,CmSpGBLFyZo,https://www.youtube.com/watch?v=CmSpGBLFyZo,How I Created an Action Packed Anime Comic Book Using Flow AI + Google Gemini 3 Pro + Canva,2025-11-26T13:00:13Z,23724,1,6,0,1,1,0,0,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,top-ranked comment; AI mention in comment,I believe hand drawn animated art and inking combined with AI backgrounds will be amazing.
261,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,eGpIXJ0C4ds,https://www.youtube.com/watch?v=eGpIXJ0C4ds,Anthropic Found Out Why AIs Go Insane,2026-02-12T13:17:59Z,12534,2,898,96,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,The assistant persona is NOT the strongest frame for an LLM to be in... But it's very convenient for a company that wants to control and own a the product....
262,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,fFL7la73RO4,https://www.youtube.com/watch?v=fFL7la73RO4,New DeepSeek Research - The Future Is Here!,2026-02-04T13:29:19Z,15028,2,820,8,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,you know the paper is good when 2 minute papers becomes 12 minute papers!
263,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,fFL7la73RO4,https://www.youtube.com/watch?v=fFL7la73RO4,New DeepSeek Research - The Future Is Here!,2026-02-04T13:29:19Z,15029,3,766,43,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,"OpenAI has open in the name but deepseek does ""open"" better than them"
264,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,eGpIXJ0C4ds,https://www.youtube.com/watch?v=eGpIXJ0C4ds,Anthropic Found Out Why AIs Go Insane,2026-02-12T13:17:59Z,12535,3,765,15,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,What a nice little assistant axis you got here! Would be a shame if anyone subtracted from the helpfulness vector... 😈
265,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,WNsSzX0L4Es,https://www.youtube.com/watch?v=WNsSzX0L4Es,NVIDIA’s Insane AI Found The Math Of Reality,2026-02-15T14:41:41Z,12514,2,314,10,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,and imagine what we will get two or three papers ahead
266,4.6000000000000005,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,oDO_hTtQedQ,https://www.youtube.com/watch?v=oDO_hTtQedQ,Best Upcoming Jobs (2026 - 2030),2026-01-19T11:50:01Z,4645,3,207,17,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,"I’m targeting remote roles because they’d let me live somewhere with a cheaper cost of living, and avoid the daily commute stress. Traffic takes up a lot of my energy, and it can honestly set the tone for my whole day."
267,4.5781523534214985,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCSxPE9PHHxQUEt6ajGmQyMA,9pIMaCbPc0Q,https://www.youtube.com/watch?v=9pIMaCbPc0Q,Build your own marketing tools with Claude Code,2026-02-03T14:09:20Z,5675,1,2,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"Like Colleen's take on the AI LinkedIn tools, I got fed up with all the project management tools and so I've built my own. I've been frustrated with all the tools because eventually, they became a big dumping ground of tasks that becomes overwhelming. What I wanted was something that was simple, not overwhelming to look at and use, and something that really surfaced the tasks based on my energy throughout the day."
268,4.5781523534214985,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,t46-22Ocv9o,https://www.youtube.com/watch?v=t46-22Ocv9o,“HeyGen’s New VIDEO AGENT Beta — Create Full AI Videos with ZERO Editing!”,2025-10-28T00:01:31Z,23746,1,2,1,1,1,0,0,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,top-ranked comment; AI mention in comment,"👇 Drop your thoughts below: Would you use this for your own videos, tutorials, or storytelling projects? If you enjoyed this breakdown, make sure to like, subscribe, and hit that bell icon — I’ve got more deep dives into the latest AI tools and creative tech updates coming soon. 🎥 Stay creative and keep exploring what AI can do! #HeyGen #AIvideo #FutureOfCreation"
